product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
166,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",936.53,42.78,beauty,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,178,Blue,extra large,0.8,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2017-02-01,1.6,276,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,2.8,817,free,9.01
167,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",503.57,24.19,toys,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,756,Maroon,medium,7.6,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,2021-09-03,4.7,76,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,3.5,855,express,41.81
168,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",909.76,22.81,electronics,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,189,Green,large,2.3,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,2011-12-30,4.0,838,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,4.1,692,free,9.7
169,vel accumsan tellus nisi eu orci mauris lacinia sapien quis,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",574.02,45.87,home decor,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,264,Aquamarine,large,2.8,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,2022-05-24,2.4,466,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,4.6,781,express,11.62
170,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,38.83,7.85,home decor,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,699,Crimson,medium,0.3,vestibulum proin eu mi nulla ac enim in tempor turpis nec,2017-09-20,1.3,690,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,3.5,17,free,48.26
171,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,Nullam sit amet turpis elementum ligula vehicula consequat.,217.67,41.47,beauty,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,581,Orange,small,4.2,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,2010-11-07,3.8,126,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,1.9,185,express,18.11
172,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,404.41,21.88,beauty,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,585,Red,small,4.4,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2020-10-03,2.9,2,gravida sem praesent id massa id nisl venenatis lacinia aenean sit,4.7,992,free,39.05
173,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",281.78,5.71,beauty,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,197,Purple,extra large,2.0,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,2015-04-17,4.3,571,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,4.6,346,standard,30.32
174,nisl duis ac nibh fusce lacus purus aliquet at feugiat,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",714.45,46.65,beauty,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,862,Aquamarine,large,8.5,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,2018-01-30,4.6,587,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,2.8,929,standard,8.36
175,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",644.35,42.79,beauty,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,181,Puce,medium,5.8,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2018-06-14,1.6,214,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1.2,691,express,22.24
176,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",498.06,4.9,clothing,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,742,Khaki,small,9.1,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,2022-04-02,2.9,8,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,1.3,185,express,19.46
177,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",984.76,25.88,home decor,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,281,Aquamarine,small,2.9,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,2017-01-22,4.5,404,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,3.3,794,express,36.79
178,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",183.36,8.59,clothing,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,531,Crimson,extra large,4.4,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,2016-07-03,3.3,786,non velit donec diam neque vestibulum eget vulputate ut ultrices,3.7,649,standard,15.89
179,pede justo lacinia eget tincidunt eget tempus vel pede morbi,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",48.13,27.76,toys,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,670,Purple,small,8.3,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,2021-12-22,4.0,491,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,1.9,265,express,22.92
180,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,448.39,21.69,home decor,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,184,Crimson,extra large,3.5,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,2022-04-23,1.0,808,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2.4,281,free,20.82
181,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",376.12,0.01,beauty,sapien non mi integer ac neque duis bibendum morbi non quam,320,Maroon,large,4.4,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,2016-02-29,2.5,208,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,2.4,940,standard,46.16
182,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",155.46,40.48,electronics,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,56,Red,extra large,9.6,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,2019-09-17,3.1,917,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,2.4,649,standard,6.63
183,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",754.91,17.8,toys,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,764,Crimson,medium,8.1,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,2019-07-31,2.1,882,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,1.3,618,express,39.27
184,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",856.72,0.97,beauty,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,301,Pink,medium,6.4,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2020-10-17,2.9,942,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,3.4,920,standard,41.74
185,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",245.69,47.17,electronics,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,967,Goldenrod,large,2.9,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,2014-12-05,3.4,475,neque libero convallis eget eleifend luctus ultricies eu nibh quisque,1.5,886,express,20.97
186,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",645.27,38.16,home decor,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,176,Orange,small,0.2,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,2019-07-16,3.8,587,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,2.8,919,free,45.65
187,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",825.66,11.21,toys,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,71,Puce,small,5.8,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2011-08-09,3.4,734,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,3.8,858,standard,45.3
188,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Duis at velit eu est congue elementum.,922.2,20.6,beauty,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,993,Maroon,large,0.4,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,2015-02-09,1.8,3,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,2.2,799,standard,26.8
189,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,428.4,30.39,home decor,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,800,Pink,extra large,6.3,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,2020-04-16,2.9,132,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,1.4,626,express,20.14
190,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,134.17,25.97,electronics,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,764,Goldenrod,extra large,1.5,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,2019-02-01,2.5,820,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,4.4,421,express,29.01
191,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",557.78,27.12,clothing,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,810,Pink,extra large,3.2,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,2011-09-14,4.1,94,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,3.8,366,standard,0.69
192,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",780.83,20.88,beauty,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,342,Puce,extra large,7.8,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,2015-02-16,2.2,189,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,2.8,282,express,7.96
193,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",391.52,6.31,clothing,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,534,Turquoise,small,8.9,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,2022-09-08,4.3,382,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,4.9,995,express,36.9
194,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",491.98,43.54,beauty,amet eleifend pede libero quis orci nullam molestie nibh in,146,Fuscia,medium,5.9,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,2018-04-21,2.1,838,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,4.9,418,free,5.5
195,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,In hac habitasse platea dictumst.,659.48,22.37,clothing,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,787,Green,small,6.2,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,2014-10-21,2.4,628,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,3.4,996,standard,31.81
196,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",496.79,8.24,beauty,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,843,Orange,large,5.0,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,2014-04-10,4.8,245,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,3.3,403,free,44.66
197,erat id mauris vulputate elementum nullam varius nulla facilisi cras,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",399.22,13.64,clothing,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,686,Khaki,extra large,0.2,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,2019-10-19,1.1,906,sed augue aliquam erat volutpat in congue etiam justo etiam,3.1,935,express,13.14
198,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",974.96,11.1,home decor,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,637,Fuscia,small,9.1,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,2015-02-07,3.0,289,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,3.2,924,standard,1.44
199,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",423.87,43.76,toys,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,604,Turquoise,large,6.5,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2018-08-08,3.7,912,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,4.3,649,express,16.7
200,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",508.04,23.88,clothing,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,45,Fuscia,medium,3.0,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,2014-12-24,4.0,666,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,4.0,884,express,21.41
201,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",723.3,2.29,electronics,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,897,Yellow,medium,4.4,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,2016-09-17,1.5,864,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,4.4,737,free,44.5
202,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",383.47,48.79,beauty,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,478,Aquamarine,extra large,9.2,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,2017-10-17,3.3,973,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,1.5,81,express,20.22
203,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",425.66,30.41,clothing,mi pede malesuada in imperdiet et commodo vulputate justo in blandit,741,Goldenrod,medium,5.3,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,2011-02-24,1.3,754,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,3.2,362,express,13.89
204,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",236.81,25.03,home decor,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,119,Blue,extra large,9.8,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,2022-09-05,1.3,406,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,1.1,198,free,17.2
205,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",250.07,20.62,toys,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,840,Blue,extra large,8.0,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,2017-02-26,1.8,350,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,2.8,496,free,45.87
206,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",457.7,1.9,electronics,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,457,Green,small,5.2,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2020-07-08,1.9,976,turpis a pede posuere nonummy integer non velit donec diam neque,4.9,779,express,42.86
